AUTHOR,COMMENT,RATING,TIME
"Irvin","“
Good company, have been using their services for a very long time and so far I am happy
”","5","Posted 1 year ago"
"G","“
Talk about profit absolute scum of the highest quality service is terrible stuff is mostly poor and prices are new for used items as I said SCUM
”","1","Posted 1 year ago"
"Anonymous","“
Bunch of con artists - try to down grade items for anything!
Stay away in my opinion
”","1","Posted 1 year ago"
"Anonymous","“
My partner purchased a phone for me on 23rd of December, paid £650. Took it back today as it’s the wrong network and not open. Unable to exchange the phone for the same model or anything close to the same value. Was offered £420 trade price for it on a gift card for this store. Ridiculous company policy in place. We had the receipts and guarantee. Only reason we waited was as it has been over Christmas and new year. After explaining the situation they said it was nothing they could do. So In the matter of barely a week we lost over £200. I would never use this company again, would also advise everyone to stay clear. They’re policy is a disgrace.
”","1","Posted 1 year ago"
"Anonymous","“
Need to get website sorted out as it says stuff in stock at stores but when u travel to them it’s not there, was explained to me by member of staff in 3rd shop I had been to that if it don’t say buy now then it’s not available so why show stock in store if you can’t get it????
”","2","Posted 1 year ago"
"Michelle","“
Wasted Journey
I saw an item that indicated it was not available on CEX online but stated that the item was available at the Ellesmere Port store (x2). I checked online prior to travelling to the Ellesmere Port store to be informed that this item had already been sold online! This therefore resulted in a wasted journey and a cost to myself! The online website should be updated more regular to reflect what is available online and in CEX stores.
”","2","Posted 1 year ago"
"Anonymous","“
Swansea’s CEX is amazing! I’ve used them for 5 years great service great devises never any problems but know that easily solved if occurred I highly recommend and wouldn’t go anywhere else😊😊😊
”","5","Posted 1 year ago"
"Dave","“
How can they really justify doubling up on their prices I just looked at what I could sell my note 10 plus 5g for and even if I went for in store credit I still couldnt afford to buy the basic iphone 11 when clearly the note 10 plus 5g is a much better phone so I wouldnt want to swap for 1 of those anyway but how could you not even be able to do that if you did want to their buying prices are shocking and so are their selling prices tbf
”","1","Posted 1 year ago"
"Harry Luby","“
Out of 6 orders for laptop memory wrong item sent 5 times , 3 times desktop memory sent, twice low voltage sent, I've given up now last order just sent back. Harry Blackpool
”","1","Posted 1 year ago"
"Anonymous","“
I shop at the stores in Wolverhampton, Terri from the store in the Mander centre is very helpful, nothing is too much trouble for her. I enjoy the great customer service she offers and friendly chat. Highly recommended. 10/10
”","5","Posted 1 year ago"
"Anonymous","“
Useless - avoid
”","1","Posted 1 year ago"
"Mark P Richardson","“
A disgrace. Take your items and spend weeks holding on to them with no payment - avoid.
”","1","Posted 1 year ago"
"Anonymous","“
When i bought an iPhone I was told that it wouldn't work immediately because it needed charging. I took it home and it wouldn't charge up.I took it back to the shop and they couldn't fix it. So two completely wasted journeys and my time just because CEX put an iPhone up for sale that didn't work. Very poor service.
”","1","Posted 2 years ago"
"Mark J E","“
what a joke of a shop there can do one i took in my gtx 1050ti windforce oc 4gb graphics card there told me to come back in 1 hour so i did and went back in there and there said the card doesnt work thats bull because i test the card before i went to the shop i ask them did you plug in the power for the card there said no we dont need to i said yes you do and i got proof of that card working and i got my support worker with me aswell on my review of cex do not sell or buy stuff them
”","1","Posted 2 years ago"
"Ghaffar Esmailzadeh","“
I bought a PS4 with a extra controller and l want to return after 7 days the controller because the controller was not working and what ever l do to turn on the extra controller itself it would not turn on at all but the cashier says “l can’t buy it from you because it doesn’t have the serial number at the back of the extra controller”l said to him the extra controller didn’t have a bloody serial number at the back of the extra controller and l pay £246.25 for the PS4 and the extra controller now they gave me a £185 voucher and
what do I do with the voucher can any one tell me what to do with the voucher please? I don’t want shopping from cex company anymore. So I won’t recommend cex company to our family and friends, very negative feedback from me.
”","1","Posted 2 years ago"
"Anonymous","“
Avoid at all costs. Sent off a box sets in good condition one was never even opened, got an email stating that they had recycled them...how much do yo want to bet they will be for sale on their site? A scam site if you intend on selling.
”","1","Posted 2 years ago"
"Chris","“
Let me tell you what has happened so far with this literal corrupt company.
I sent off my items all well and good, the second they received them they updated me (that's fine) but then have me wait over a week and not even tell me why they are not updating me is ridiculous.
The funny thing is, they waited for me to write them an email and then rushed to reply back telling me my items are not sellable due to no serial number on a controller and Xbox one.
If this wasn't bad enough, they already accepted one controller without a serial number.
To top it off, the number provided to call doesn't let you speak to anybody, it just asks you for your order number, then the second you try to say it or type it, the phone says the other person has cleared I tried the phone about 4 times and the same thing happens over and over again.
They are leaving me unsure of what they are doing with my items, wether they are just discarding them or sending them back to me leaving me cautious.
My honest opinion, don't sell to these guys, they truly are a worthless company in the sense they don't care for their customers.
If my items are not given back to me in the same condition as I sent them in, or if they don't give them back, there will be further action taken and this won't be the last of it.
The internet will see what CeX is all about and they will no longer have a company. They have truly chosen to one to many people to do this to. Have a good day :)
”","1","Posted 2 years ago"
"Jessica","“
Sadly CEX is currently in breach of their terms of warrentee and I am struggling to get an official complaint to be correctly processed. I feel that they have very limited understanding of good customer service and it all smacks of someone answering emails from.their bedroom with no real understanding of grammar, fact or purchasing laws 🤦🏼‍♀️buyer beware - if you want cheap dont expect any sort of customer service and dont expect them to care when you have a problem with your goods as they really dont.
”","1","Posted 2 years ago"
"Karen","“
I was very impressed with the service, very fast delivery. I was so glad this company had the movie I had been looking for and I thank you for that. One small issue tho, I could hear that the disc was not stored correctly in the case and had been bouncing around throughout the delivery. Lucky there were no scratches. So if you could improve on that I will continue to buy from you again. Thank you.
”","4","Posted 2 years ago"
"Anonymous","“
Awful company to deal with. I ordered some bits online and the wrong item has been sent and one has gone missing and another is faulty. And trying to explain it too somone via email is a nightmare. Still awaiting a response. And when you look at the state of the stock they are selling in the mansfield branch. Playstation consols are always dirty dust and grimy. Give them a clean for God's sake, you may sell them quicker. And some of the staff there are so miserable looking and blunt with there answers. Why does cex always employ grungy students that wear wooly hats even in the summer? Get some mature staff and raise the standards!
”","1","Posted 2 years ago"
"Anonymous","“
Awful company to deal with. I ordered some bits online and the wrong item has been sent and one has gone missing and another is faulty. And trying to explain it too somone via email is a nightmare. Still awaiting a response. And when you look at the state of the stock they are selling in the mansfield branch. Playstation consols are always dirty dust and grimy. Give them a clean for God's sake, you may sell them quicker. And some of the staff there are so miserable looking and blunt with there answers. Why does cex always employ grungy students that wear wooly hats even in the summer? Get some mature staff and raise the standards!
”","1","Posted 2 years ago"
"CALLUM RAMSAY","“
took a broken xbox back after 6 month. wouldnt honor the warranty refused to even look at it. managed to sort it myself once i got it home. anyone in a similiar sitution sould file a small money claim online/small court claim easy to do and only cost £20. you can even sue for the money to get it repaired elsewhere
”","1","Posted 2 years ago"
"CALLUM","“
took a broken xbox back after 6 month. wouldnt honor the warranty refused to even look at it. managed to sort it myself once i got it home. anyone in a similiar sitution sould file a small money claim online/small court claim easy to do and only cost £20. you can even sue for the money to get it repaired elsewhere
”","1","Posted 2 years ago"
"CALLUM","“
returned a broken xbox after 6 month they refused to sort it. managed to repair it myself once i got home. anyone else had similiar sitution jist take to to tje small claim court its called money claim take 5 minutes to do online.
”","1","Posted 2 years ago"
"Mark M.","“
What a brilliant way to recycle! Cheap way of buying video games too if you don’t mind being a bit behind the times!
”","5","Posted 2 years ago"
"Anonymous","“
Help future customers by talking about customer service, price, delivery, returns & refunds.
”","5","Posted 2 years ago"
"Lynne","“
I have never heard of this company. I ordered a Samsung speaker at a very reasonable price. It arrived safely in two days and works fine. I was nervous as I hadn’t heard of them but impressed by their service.
”","5","Posted 2 years ago"
"Peter","“
One of the worst company to deal with I sent back a 40mm 2.8 lens as it was very slow to focus and had no caps after they got it back I had an email saying they will not refund me as no caps but I did not get any to start with so nowi`am trying to get a refund this happens a lot it’s a big lottery when you order on line some times the items are good but in must case they are damaged or have bits missings they you have to try to get you’re money back that’s a real fight
”","1","Posted 2 years ago"
"Kazzy","“
We sold a phone to CEX which was in full working order, complete in box and pretty much as new. 6 months later (last month) a letter comes through from Business Loss Prevention (BPL) saying the phone we had sold to CEX had been blocked and they wanted the money back or would be going down the civil suit route. A quick email to BPL to point out that we aren't giving them a single penny unless they come back with 100% proof this was to do with US and not the person who bought the phone from them after we had sold it, and they seem to have suddenly gone away. Given that CEX check devices before buying them to make sure they aren't lost or stolen or blocked ect, this seems like some kind of scam they've got going on to try and extort money from folk.
Never sell high value devices to these people.
”","1","Posted 2 years ago"
"Anonymous","“
Device took 3 weeks instead of the 7 days promised, after the repair center received the device there would have to be an increase in charge. So i declined the work (£95-> £198). The device was returned in 3 Working days however on collection there was a scratch across the screen. If i return the device they can do an internal Investigation what will take a further week.
”","1","Posted 2 years ago"
"Gary","“
Sent phone back for call quality issue, they now want the charger so they can test it which I am struggling to locate. I have asked them return the phone, but they have not done this?
”","1","Posted 2 years ago"
"C Jones","“
I went into branch last year with an e-reader. I turned it on in FRONT of them and it was in working conition. An hour later, it was broken and the screen looked like it had either been smashed or a magnet run across it. This week, I sent an LG phone to them in perfect condition and they are returning it saying its damaged. What rip of merchants, liars, thieves and shysters.
”","1","Posted 2 years ago"
"Jeanette Harrington","“
Bought a iPhone 6 months ago, it started to not work so returned just on the 6 months to the day! They confirmed faulty, gave me another phone last week, had phone 1 day and noticed not holding charge, was away at the till today, returned, but told my phone had been water damaged ! This phone has not been near any water steam or anything, it must have been damaged when given to me last week! Although they say they have replaced the battery today! I am disgusted and wish I got a refund for my previous phone now, as I now have no warranty on my phone!
Disgusting service, my 85 year old mother whose phone it is being accused of damaging it! Just a joke!
”","1","Posted 2 years ago"
"Anonymous","“
buncher rasist people taking a pisd out me as foringer in Chester city center CEX manager call me stupid and all sort for not understanding there stupid joke about 1000 year voucher and other stupid comment from them seem all high on somthing and the It also smelled like urine by the checkout counter. zero customer service CEX could do much better
”","1","Posted 2 years ago"
"Eliz","“
Apple Watch face sold separately you can buy watch cheaper in stores than from cex
”","2","Posted 2 years ago"
"Anonymous","“
took some stuff to a branch the other day, had to wait a hour while they tested it, but before hand, i had to explain to the girl not to touch the cpu a certain way, cause she was crushing the pins on it,,, total incompetent, so waited my hour to be told the cpu now had bent pins,(oh really, i wonder why) then to be told the hard drive had failed as it did not show on there test rig,,, so took that home, plugged straight back into the computer and wow,, its complety fine, and so says crystal disk info,,, complete novices cex when it comes to things, even had to stop one girl in bolton store from spraying polish on a stick of ram cause it was dusty,,,,, hmmmmmmmmmm
”","1","Posted 2 years ago"
"Anonymous","“
I will never send any of my items to cex again. I sent two phones which both was working and only had little marks on them but they said they was damaged. I told them to send them back which I don't think they are my phones there's damage to them both. The phone charger is damaged when it wasn't when I sent it and they have not sent me my Sony charger back just a broken charger never again am I using them.
”","1","Posted 2 years ago"
"Nathan Hazlett","“
I have long been a customer at the Sunderland branch (recently changed location but essentially the same business) buying predominately dvds' I've tended to return due to the good, affordable prices, the good selection and generally good quality of the products. However I feel the service and organisation can greatly improve. Despite the store now being smaller, there are usually 5 or 6 staff behind the till yet service is usually quite slow- i've literally seen staff talking and joking among themselves whilst customers are waiting to be served. I appreciate they can't do everything at once but they should at least acknowledge people are waiting instead of giving the impression they don't care. In addition on several occasions now I have went to buy a dvd i'd long been looking for only to find it can't be found! So why put the box on display? This just seems like sloppy organising. The staff are not rude per sa but I do think they need to improve customer service and organisation.
”","2","Posted 2 years ago"
"Paul Maskinback","“
Staff at Cameron Toll store were extremely arrogant and rude as I waited in queue to have an item tested. They shouted at me to wait in another queue yet they had no problem with one queue beforehand as they helped the gypsies and drug addicts who were returning dog faeces and ironed soaked PlayStations.
They are awful to decent people and decent to awful people. They deserve to work in that place, it smells like urine and armpits.
”","1","Posted 2 years ago"
"Anonymous","“
The margin they charge on second hand goods is 20% too high
”","2","Posted 2 years ago"
"Carl Campbell","“
I spent £80.00 in a space of a couple of weeks on two xbox 1 controller's which in a couple of days the right analog stick broke but according to them I cant get an exchange or refund because its classed as accidental damage ridiculous customer service they dont value the regular customer I will make sure to post reviews on social media as well working in retail my self I know the customer matters however cex doesn't value customer's I wont be shopping here again
”","1","Posted 2 years ago"
"Anonymous","“
Didn't follow procedure when selling item but follow it when returning, terrible customer service. Rather than try to diffuse the situation the staff member just made it by stating out loud to each other that they follow procedures when they feel it's necessary. Worse customer service experience I've ever had in the past 20 years.
”","1","Posted 2 years ago"
"Anonymous","“
Company is an utter disgrace, I sent a Bluetooth speaker in which was in perfectly good condition and like new only to have it returned by them saying that there was damage. I packed the speaker in plenty of wrapping so there wouldn’t be any damage. Speaker was returned with the front grill which was stuck down firmly when sent pulled away from the bottom of the unit. I don’t know what staff they employ here but I will be taking this matter up further as this is not the first time I’ve had problems with this company. Advice I’d give to the company is, if you damage an item someone tries to sell to you in good faith, then you should be held responsible for the damage and at least have the good faith to pay.
”","1","Posted 2 years ago"
"Anonymous","“
Took a phone in Eastleigh store to sell - visually inspected by staff and they were happy with condition. Went back to collect next day after testing and a small crack had magically appeared. Had to get screen replaced before they would accept it. Then given a lower price than originally quoted as they had misquoted the wrong model initially! Tells you all you need to know! If you have to use them, would advise getting them to write and sign on the exchange receipt their happiness with the condition and quotation proce.
”","1","Posted 2 years ago"
"Anonymous","“
Absolutely awful! Do not use the Aylesbury shop.
I leave a 2 month old mobile phone that I stopped using after about a week for testing. They inform we when I return that the phone does not accept charging. This is ridiculous as I charged the phone ahead of taking it in without any issue, it’s at 100%. To satisfy myself I checked when I got home and it is perfectly ok.
In the shop I ask for the plastic sleeve to be returned and after about 5 minutes of looking they tell me they cannot find it. When asked to look in the bin they find it! Honestly words fail me!
”","1","Posted 2 years ago"
"Brian Cox","“
I`m furious ! I had a perfect camera [no longer used ] excellent condition , [looked as new ! ] it had the full `kit` -SD card , brand new charger & two new batteries . I had zero idea of its value ! I was offered £92 . After reflection I accepted reluctantly . Two days later I found my ex camera in CEXs window [Stafford high st Branch ] at £180 !!! I had a secondhand but good condition [they tested ] 70/300 telephoto lens [Sigma] only offered £25 ; I`m very glad I took the Sigma lens around to `Cash Converters ` who offered me DOUBLE at £ 50 ! CEX , you are a RIP OFF company !
”","1","Posted 2 years ago"
"Anonymous","“
They always try to get away with offering the lower amount whatever condition the item is in. Don't go in thinking you'll get the appropriate value. They'll try to con you. And don't accept bank transfer, because they will definitely give the lowest amount then.
”","1","Posted 2 years ago"
"Josh Harris","“
Ordered Apple Watch Series 3 with Cellular online.
Item received Apple Watch Series 3 without Cellular. No way of contact Cex by phone and no replies to emails and I live no where near a store.
Shocking service. I certainly would not recommend them unless you want to buy an item and get something different delivered and have no way of returning.
”","1","Posted 2 years ago"
"C. Kelly","“
Excellent service, great staff.
That’s why I’m a regular customer mr
”","4","Posted 2 years ago"
"Robert Mullins","“
My son paid £130 for a mobile from the Salisbury CEX branch 27/06/19, within 6weeks it was obvious that the phone going very wrong; on returning it to the Salisbury CEX my son and I were informed that we would have to accept a CEX credit note, as cash repayment is not possible, I refused the credit note and reiterated that I wanted the money, well! That's not going to happen; you can keep the phone if you like the 'person' who claimed I was in 'HIS' shop, kept telling me to leave, that I was barred, that I would behave and speak as he dictated; Do NOT buy from these disreputable scoundrels, thieves and liars, liars and thieves
”","1","Posted 2 years ago"
"Anonymous","“
Sold them a faulty Iphone as working. They fell for it - suckers
”","3","Posted 2 years ago"
"David Oliver","“
I recently i visited CEX in Milton Keynes, I asked them to value my Samsung S8 against an unlocked Samung s10+G5 in A condition which they were selling for £790.00. They advised they needed to test my phone and this would take 30 minutes. They took my phone and raised no concern about its condition, however on my return they advised my phone had a crack which I was very surprised about as I make a habit of looking after my phones. Anyway as I could proved they had damage it, I agreed to go ahead and purchase the S10 + 5G. I took the phone to EE and purchased a new sim, but for some reason they struggled to get the phone to recognise the sim and advised me to take the phone to a Samsung store as there appeared to be something wrong. Samsung checked the phone out on their system and apparently It was not showing where it was made and had other details that Samsung were concerned about. I went back to CEX and explained to them what Samsung had discovered and asked for a refund however despite this they refused to refund my money which I had paid them a few hours earlier. I again went back to Samsung to obtain further details of their concerns and we discovered that the phone had been imported from outside the EU and tethered to a Korean network which meant the 5G wouldn't work in this country anyway. After almost 7 hours, reluctantly CEX refunded my money but did not make any offer to compensate me for my time. So please be cautious if you purchase anything from CEX and what's more they will try and avoid respecting consumer rights. This experience was dreadful and has certainly made it more likely I will avoid using them in the future
”","1","Posted 2 years ago"
"Anonymous","“
Customer service was appalling and this is after over ten years of me being a customer. Could not believe the attitude of one of the staff members in broadmead Bristol. Pretending to be a manager and purposely turning his id badge around so I could not make a complaint whilst being appallingly rude to myself and telling me he does not need to give me his name so I could complain.
”","1","Posted 2 years ago"
"Garry Rogers","“
Discriminates against disabled people, all that matters are their own stupid, non inclusive and down right discriminatory in-store policies...
Came up with all kinds of excuses not to honour the warranty and left a kid with needs heartbroken, absolutely disgraceful operation!
Best avoided
”","1","Posted 2 years ago"
"Garry Rogers","“
Discriminates against disabled people, all that matters are their own stupid, non inclusive and down right discriminatory in-store policies...
Best avoided
”","1","Posted 2 years ago"
"Anonymous","“
brought iphone6 but couldnt get onwith it,soexchange for android looked ok was extra 10 quid then found had been fixed as back came away when pealed the sticker of will never buy from cex again as was told would only get voucher if i returned iteam
”","2","Posted 2 years ago"
"Jack McBlain","“
usually dont have a bad thing to say but ordered something on the website for the first time after usually only going into my local store to buy, as they told me they didnt have what i needed in that store, it took more than a week to get to me even though you pay delivery on everything, wouldve went somewhere else if i knew it'd take that long... otherwise good, sell stuff all the time, always get decent money if you get in store credit, not so much when selling for cash
”","4","Posted 2 years ago"
"Nicky","“
I bought an Xbox from the Cheltenham store. My Son has owned it for a year and a half with no issues. I always find the Staff helpful when I go in to Buy/Sell Games.
”","5","Posted 2 years ago"
"Steve Jones","“
Simply do not bother getting a quote to sell them games via the app or website. It's a con. I repeat IT'S A CON. One more time, it's a con, do not do it.
Very simple, they quote you reasonable prices for the games, then when you send them they 'find' reasons not to accept them. Then if you were lucky enough to tick the box that says if your items are not accepted do you want them returned you should get them back. Otherwise they resell the item and you get nothing. Revolting con, I will repeat it again, do not use them or trust these con merchant cowboys.
”","1","Posted 2 years ago"
"The Helper","“
Hears the head office number ment to be for internal communication only.....
Give them hell people!!
02085361561
”","1","Posted 2 years ago"
"Anonymous","“
3rd time CEX has been playing music with swearing in it at there Chelmsford store. It is not a radio edit. The word fuck can clearly be heard by all. Unacceptable !
”","1","Posted 2 years ago"
"Anonymous","“
Bought a Wii from Lewisham branch. Didn't work, took it back to very rude and unresponsive staff. Wrote to head office, waste of time they just try to keep you talking. They didn't give a refund and don't observe our consumer rights. They made £30 off me but will never shop there again. Don't buy anything from them !!!
”","1","Posted 2 years ago"
"Anonymous","“
Cex is ok.if you want too give your items away for nothing.as prices are very very low dvds 1p then they sell.for £1 rip off
”","1","Posted 2 years ago"
"AJB","“
The price.I would have paid a lot lot more Amazon Show 2 had I bought it from them.Fast delivery. The Show was in prime condition. Will definitely buy from Cex again
”","5","Posted 2 years ago"
"Anonymous","“
I ordered the game Mario tennis aces for the Nintendo switch and when the game came it was the correct box but had the wrong game in it.
”","1","Posted 2 years ago"
"Mr B","“
Took perfect condition phone into Lincoln branch only to be told it was scratched. When I questioned this and asked for second opinion told I couldn't have one as he was the manager. Pointed out he was looking at marks that I rubbed off with my finger. Then said there was a different scratch. When I said there was no scratch manager said he didn't like the way I was speaking to him. I showed the phone to a random member of public who said they could see no marks on phone. Manager said he didn't like my attitude, wiped phone with his t-shirt and announced it now had a scuff mark! Again I said there were no marks so manager handed me the phone and said I had to leave the shop. As I walked out he shouted out in front of the whole store I was barred as he didn't like how I spoke to him. I sent complaint to head office who asked for photos of phone. After 3 days I just keep being told this is being investigated. Absolute disgrace really. For catching the manager trying to rip me off and questioning him I've now been banned.
”","1","Posted 2 years ago"
"Ridler 920","“
Tried to scam me offered 17 pound for a brand new kraken headset which is easily worth 85 in its condition she then said it was a mistake and offered me 29 pound (like that's much better turns out that she marked it as a b grade headset I found out even though its brand new avoid this shop at all costs it's a RIP
off
”","1","Posted 2 years ago"
"Perry Ashcraft","“
absolutely the WORST customer experience I have ever had in my entire life. they sent me a filthy, broken set of speakers - BUT - to return them meant I had to come to their store in Bristol where I witnessed the most ridiculous display of incompetence imaginable. their poor clone at the register needed repeated help from his manager, still couldn't fix their failure. DON'T BUY FROM CEX. BURN YOUR MONEY, at least that glows.
”","1","Posted 2 years ago"
"Jamie","“
Terrible customer service, gave me a wrong disc in one of my boxsets and wont do anything about it, avoid this company at all costs.
”","1","Posted 2 years ago"
"Steed Tiberius Smith","“
Same as many others. Purchased 2 items both in stock (about 4 of each). Stock picking went on for a few days and both orders eventually cancelled. Could not find item in stock! This has happened to me before. It is not difficult for a system to stop an in shop sale once an item has been purchased on line. We are in the age of the PC. On line sale is a bit hit and miss. I have received some outstanding items and others that appear to be dragged from bin. The grading system is poor.
”","2","Posted 2 years ago"
"Toff Willis","“
2 men who I understand are the owners where standing around a small table area watching everybody during the middle of the day almost all of their iPad had been turned around so that all you could see was the back when I tried to ask the two men they told me GO FIND SOME ELSE just rude from the people I'm giving my money to I'll never be back in the lisburn store again
”","1","Posted 2 years ago"
"Anonymous","“
Shouldn't sell phones that are not in any stores. Ordered a Nokia 8 sirocco from their Southampton store only for them to cancel it. Got a email saying they couldn't find it!. They said a staff member probably sold it in-store or someone beat me to it online. Not happy.
”","1","Posted 2 years ago"
"C Rowe","“
Bought a 18 55 canon lens was told it had been fully tested but when i tried it on my camera to auto did not work so i took it back to the shop and got my money refunded at St Austell shop very poor service
”","1","Posted 2 years ago"
"James","“
The staff are always rude in their stores. The products are often not very clean.
”","1","Posted 2 years ago"
"Anonymous","“
Fast delivery for an item with missing parts. They refused to part refund so I can buy the parts or even send me the missing part that they had in stock. Instead, I had to send the item back to them, so they could send me a replacement.
Great, i thought, until the communication dried up, leaving me to chase them. And only now they tell me it takes 7-10 working days for them to send me a replacement!! Like why couldn't they have said before, as I would have taken my money back and ran! Crazy!
”","1","Posted 2 years ago"
"TH","“
Faulty Unusable Laptop
Bought a (supposedly) tested laptop from CEX November '18 with a 2 year warranty - Order No: RB274051; directional buttons (up, down, left, right) have never worked; battery has been on it's last legs since day one, now died and only barely functional whilst plugged in.

Terrible waste of (significant) money; never again - impossible to contact CEX directly so only option is to leave reviews elsewhere.
”","1","Posted 2 years ago"
"James Lowndes","“
Doesn't honour any past agreements or warranties
”","1","Posted 2 years ago"
"Rick Garness","“
Long story cut short,failed to listen to complaint properly just made sure that they could slip their responsibility’s rejected goods received back damaged,no help at all,in fact did not even acknowledge complaint properly, very disappointing now out of pocket through their negligence,Beware don’t sell to them.if any problems you’re stuffed, avoid
”","1","Posted 2 years ago"
"Anonymous","“
Good when it's good, terrible when it's bad - be extremely wary of purchasing anything online from CEX/WeBuy.
My company has purchased several Mac accessories from CEX over the past couple of years, mostly mice and keyboards. Though the service wasn't the quickest and the products weren't always the cleanest (had to scrub a few keyboards), by and large it was a good transaction.
Recently however, I ordered another batch of a few mice and a couple of keyboards, we have them spare in the office for when new people join or old ones break down. Unfortunately, when we tested them (not immediately) the two keyboards were faulty, one had a key that fell off on first press and the other had several keys that didn't respond to pressing at all. Btw, the keyboards were category A and B, so meant to be in pretty good shape.
I emailed CEX and they told me that we could take them into a local store, they would be tested and we would be refunded if there was an issue - here's the important bit, there was no mention of a timescale (the terms on their site mention a 24 month warranty). Returning keyboards being fairly low priority for a business, we didn't end up taking the keyboards in for several weeks.
Taking the keyboards into the store (again, no meniton that the delay was a problem) they said the keyboards would have to be tested. We didn't hear anything for a while so we got in touch to ask what was going on - it turns out that the keyboards were broken, there were signs of wear and tear, so they wouldn't be able to refund us.
I was obviously quite surprised by this because we knew they were faulty - that was why we had taken them back. The insinuation was clear, we had somehow broken the keyboards since we received them. When I suggested this was a little ridiculous (over email) the only response I have been given is that we should have taken them in sooner.
There is no mention of how much sooner. There is, as far as I can see, nothing in their t&cs about an exact timeframe either. They say there's nothing they can do.
The takeaway - if you want to buy something from CEX, make sure you go to the shop and test the product then and there. As far as I can tell the 24 month warranty is completely useless because they can always argue that you took to long to lodge a complaint or that the fault is your own fault. It's not impossible to get a good bargain from them but it comes with a lot of risk.
”","1","Posted 2 years ago"
"Anonymous","“
Customer service is terrible
If you have a problem do not expect the promise of a warranty to help you
Your statutory rights do not exist!!!!
”","1","Posted 2 years ago"
"Anonymous","“
I purchased an Xbox One from the Nottingham Victoria Centre shop. The Xbox was reasonably priced, so I went ahead with the purchase. The staff were unfriendly and unprofessional. They didn't speak to me at all during my purchase, and didn't answer my questions. I unboxed it at home, and found out that the controller was a cheap replica of a wired Xbox controller. Additionally, I only receive half of the power supply, and I received a cable which didn't connect to my Xbox, nor did it connect to my TV. I returned it the next day, only to be spoken down to. I received the correct cables, but I hadn't received the cable for the controller. I went back the day after, only to be patronized again. I ended up spending an unnecessary amount on bus fares, and wasted two days trying to sort these issues out. I emailed Cex to inform them of the issues which I encountered and to request some sort of compensation for the bus fares and the inconvenience. However, the reply I received was blunt, and spoke down to me again. I didn't receive a refund, because the situation wasn't their fault. I've encountered other issues but this is the main one. DO NOT BUY FROM CEX.
”","1","Posted 2 years ago"
"Phillips","“
Wouldn’t buy any thing from you spent £155 on pc part second hand that didn’t work on my pc and kept crashing , so took it back they said they tested it and it worked tried to explain that it works for few hours then start playing up but they was so rude and ignorant would not recommend this company to anyone
”","1","Posted 2 years ago"
"Claire Gregory","“
Please do not buy from any of these shops!
They do no explain that they will not offer a refund when purchasing. We found the same game BRAND NEW for £5 less in Game. When I went to take it back they said they would only give store credit. This was my kids birthday money and £5 Is a lot of money to kids so of course they were really upset.
Appalling service with no apology or explanation to why this is their policy.
We will never buy from this shop again and we advise everyone else to do the same and check a real games shops before buying.
”","1","Posted 2 years ago"
"Anonymous","“
GREAT YARMOUTH CEX store is a rip off they try and con money out of you, the staff are rude, I brought an Xbox for £190 and after 1 month wouldn’t read any disks, returned to the store only to be rudely spoke to and I was outright refused a refund-even though I was entitled to one, went to Norwich store and I got a refund immediately, STAFF AT GREAT YARMOUTH TRY TO RIP YOU OFF!
”","1","Posted 2 years ago"
"Sherie","“
My daughter brought a mobile phone with a so called 2 year warranty. It became faulty and the staff found the fault and we were offered a replacement. Eight months later the replacement phone developed a fault so I asked for a full refund. The staff asked for proof of the fault so we downloaded an app and recorded the phone glitching. A week later we returned the phone again only to be told by the staff member that we would not get a full refund. Despite CEX boasting about their 2 year warranty, she was only offered the current market value which was £120 less than she had paid 8 months before. This was despite having the original receipt. I have checked with other Companies who sell second hand devices and they have all stated that they would have given a full refund. DO NOT SHOP HERE.
”","1","Posted 2 years ago"
"Rupert Palmer","“
I got Mario kart super circuit gba for £8.00 which is good but unfortunately I as looking forward to get super Mario world super Mario advance 2 for 15 quid over all I like shopping in cex
”","5","Posted 2 years ago"
"Anonymous","“
In my Tooting branch, service is usually quite slow but the staff are friendly and helpful if you have any questions. The range of items they sell are good and in my experience returns are OK.
”","3","Posted 2 years ago"
"Anonymous","“
they initially quote a good price for your device and when you send it over, they would significantly deduct the price using false reasons like there is a scratch on the camera glass, this device is non-UK version, it's not powering on and etc. I tried them three times and it happened every single time. None of these reasons were true(truly I know my devices were all bought in Apple stores in the UK and they were fully functional). I got these devices recycled by other companies at full quoted prices. Stay away, save your time.
”","1","Posted 2 years ago"
"CLIVE WILSON","“
Very happy with customer service I always shop with them and good prices I bought a phone from them very pleased.
”","5","Posted 2 years ago"
"Darren","“
Went here to sell my phone after they tested it they offered me a price but ask for me to bring in a charger I brought in a charger and they informed me they had dropped the offering price this was annoying but I went ahead and sold. 2 days later they emailed me and said they had dropped the price again! 😡 I will never use this company again there a complete con!!!!!
”","1","Posted 2 years ago"
